event_type,ts,src_ip,src_port,dest_ip,dest_port,vlan,proto,app_proto,alert.severity,alert.signature,alert.category,alert.action,alert.signature_id,alert.gid,alert.rev,alert.metadata.signature_severity,alert.metadata.former_category,alert.metadata.attack_target,alert.metadata.deployment,alert.metadata.affected_product,alert.metadata.created_at,alert.metadata.performance_impact,alert.metadata.updated_at,alert.metadata.malware_family,alert.metadata.tag,alert.metadata.confidence,alert.metadata.reviewed_at,alert.metadata.mitre_tactic_id,alert.metadata.mitre_tactic_name,alert.metadata.mitre_technique_id,alert.metadata.mitre_technique_name,flow_id,pcap_cnt,tx_id,icmp_code,icmp_type,tunnel.src_ip,tunnel.src_port,tunnel.dest_ip,tunnel.dest_port,tunnel.proto,tunnel.depth,community_id
alert,2021-09-24T16:48:46.850694Z,10.9.23.102,63393,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,2.15E+15,4039,0,,,,,,,,,1:ZJ6MZRmWLF6CqaAbcksTTITVXeo=
alert,2021-09-24T16:49:11.959879Z,10.9.23.102,63394,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,6.34E+14,4048,0,,,,,,,,,1:T2wZXKB3g4GH+EPJyIjnqaWZPb4=
alert,2021-09-24T16:49:37.041649Z,10.9.23.102,63396,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,1.22E+15,4092,0,,,,,,,,,1:ga0ppWnKgVpRIHSx7TIpvpRNn04=
alert,2021-09-24T16:50:02.211229Z,10.9.23.102,63397,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,2.15E+15,4101,0,,,,,,,,,1:ZSW4Ex4tbr7/tKkq3cgBlR8L4nU=
alert,2021-09-24T16:50:27.299103Z,10.9.23.102,63398,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,2.04E+15,4111,0,,,,,,,,,1:/fGOPJul4AJskDpIlCwEB/fqGcA=
alert,2021-09-24T16:50:52.286349Z,10.9.23.102,63399,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,1.23E+15,4120,0,,,,,,,,,1:FW+BuExMcPyoW3l5EVZ/zfm50sM=
alert,2021-09-24T16:51:17.468281Z,10.9.23.102,63400,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,1.32E+15,4133,0,,,,,,,,,1:dtXLI3Ip4I2IXpnAXNxmALeG9oI=
alert,2021-09-24T16:51:42.636817Z,10.9.23.102,63401,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,4.24E+14,4142,0,,,,,,,,,1:s9S8lSfoWQJlXNbPHIhTXNPLDDU=
alert,2021-09-24T16:52:07.752092Z,10.9.23.102,63402,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,9.55E+14,4152,0,,,,,,,,,1:LE9UCjFwagR2CB6d/+etmWnu+Ac=
alert,2021-09-24T16:52:32.849848Z,10.9.23.102,63404,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,1.22E+15,4164,0,,,,,,,,,1:W534xO3FmZ8u6mO7cjvHVGm/mUQ=
alert,2021-09-24T16:52:58.030661Z,10.9.23.102,63406,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,3.37E+14,4181,0,,,,,,,,,1:J0NSgxg2DjqeW6FaiEOLaK2Szjw=
alert,2021-09-24T16:53:23.217762Z,10.9.23.102,63409,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,1.68E+15,4209,0,,,,,,,,,1:2MQlPA4O44j3hfBR5kfjWLxDLm4=
alert,2021-09-24T16:53:24.0368Z,208.91.128.6,80,10.9.23.102,63409,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,1.68E+15,4214,0,,,,,,,,,1:2MQlPA4O44j3hfBR5kfjWLxDLm4=
alert,2021-09-24T16:53:24.0368Z,208.91.128.6,80,10.9.23.102,63409,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,1.68E+15,4214,0,,,,,,,,,1:2MQlPA4O44j3hfBR5kfjWLxDLm4=
alert,2021-09-24T16:53:24.425395Z,10.9.23.102,63410,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,5.09E+14,4222,0,,,,,,,,,1:TmWvuBvFCdIthqMWe/mGvgAOpcU=
alert,2021-09-24T16:53:41.242911Z,10.9.23.102,63414,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.49E+15,4537,0,,,,,,,,,1:3fUWUXRZ4RubzKQQS1QQYeCVUyg=
alert,2021-09-24T16:53:49.128077Z,10.9.23.102,63418,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,9.49E+13,4587,0,,,,,,,,,1:/c0Jhghnl2uaIeBrxHP3zVlNKOI=
alert,2021-09-24T16:53:52.552822Z,10.9.23.102,63419,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,7.13E+14,4600,0,,,,,,,,,1:5+Uvds3mpGnOjG6BVOLhvC42J2I=
alert,2021-09-24T16:53:57.988066Z,10.9.23.102,63423,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.83E+15,4793,0,,,,,,,,,1:ifWQhEedhZRTUN8jddtyJ7EBWWw=
alert,2021-09-24T16:53:58.545264Z,10.9.23.102,63424,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,2.12E+15,4821,0,,,,,,,,,1:BCPadm66PHECAiKcuIeDXfGlkoI=
alert,2021-09-24T16:54:01.032381Z,10.9.23.102,63425,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,2.01E+15,4841,0,,,,,,,,,1:WfRTU+Jb3EW929sO5oBnTxKYBvo=
alert,2021-09-24T16:54:13.398054Z,10.9.23.102,63428,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,2.12E+15,4932,0,,,,,,,,,1:iJILZUvbD8ly0d5OIzPqFU2WxgA=
alert,2021-09-24T16:54:31.314421Z,10.9.23.102,63439,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,5.94E+14,5150,0,,,,,,,,,1:LXQVpVew++B+iKxopJSn2kUBZzI=
alert,2021-09-24T16:54:39.101121Z,10.9.23.102,63441,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,2.11E+15,5271,0,,,,,,,,,1:McqAF1nhO1izQ8znHI8YUzmITHo=
alert,2021-09-24T16:54:58.382821Z,10.9.23.102,63442,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.44E+15,6201,0,,,,,,,,,1:yDwiq9wqKgUUBP7DE5C0UE//wnM=
alert,2021-09-24T16:55:03.473172Z,10.9.23.102,63443,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.08E+15,6228,0,,,,,,,,,1:7HQ19cSswE4yhuz7nqZfmefTx44=
alert,2021-09-24T16:55:03.473277Z,10.9.23.102,63444,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,5.81E+14,6230,0,,,,,,,,,1:AJEx+Y+Pu/3A6EsJVRxumEKxuMU=
alert,2021-09-24T16:55:05.400852Z,10.9.23.102,63445,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,4.56E+14,6271,0,,,,,,,,,1:D7zpOCtaZQDh/CM871RzD9dAfAs=
alert,2021-09-24T16:55:06.071403Z,10.9.23.102,63446,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,8.17E+13,6314,0,,,,,,,,,1:xHkuRQA9alIfOdJzFCAvlLktkDI=
alert,2021-09-24T16:55:18.010484Z,10.9.23.102,63451,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.00E+15,6582,0,,,,,,,,,1:HjcqQ4EClMVmYwGeYmIP3NGXCUQ=
alert,2021-09-24T16:55:29.279054Z,10.9.23.102,63454,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,1.32E+15,6665,0,,,,,,,,,1:Hg1XAOiqS7WhrW74Y8k0F+2JJUA=
alert,2021-09-24T16:55:30.648796Z,10.9.23.102,63455,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,2.09E+15,6672,0,,,,,,,,,1:kxoSWYMqqf5tKbq+DVpJu/yJPSE=
alert,2021-09-24T16:55:42.412355Z,10.9.23.102,63457,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.01E+15,6726,0,,,,,,,,,1:pYUl2/N11u1vTryuHDXvs+79Cwc=
alert,2021-09-24T16:55:53.548616Z,10.9.23.102,63461,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,1.72E+15,7190,0,,,,,,,,,1:QRXPfmfERqgnRyphGEskYlTxiYQ=
alert,2021-09-24T16:55:55.015263Z,10.9.23.102,63462,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.59E+15,7200,0,,,,,,,,,1:DljtefAQwEEDi9Xs7aQvD2mSmgs=
alert,2021-09-24T16:56:03.686114Z,10.9.23.102,63464,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,5.84E+14,7254,0,,,,,,,,,1:W241t7FHolWGeQK9RL0QkJPye2c=
alert,2021-09-24T16:56:06.745678Z,10.9.23.102,63465,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,7.15E+14,7267,0,,,,,,,,,1:oVymXA1xT2LusDSgwX6RQdGHPpY=
alert,2021-09-24T16:56:12.131771Z,10.9.23.102,63468,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,3.46E+14,9926,0,,,,,,,,,1:x0tE7HAJKG0bTEnniKltR4VP+Bo=
alert,2021-09-24T16:56:12.697748Z,10.9.23.102,63478,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.59E+15,9961,0,,,,,,,,,1:YMfGGGPi12eZ14GzH3S9onELbjU=
alert,2021-09-24T16:56:19.249582Z,10.9.23.102,63481,185.125.204.174,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.17E+15,10019,0,,,,,,,,,1:JCdlZ/UE2ZjIP6hhfRt4fSjrxfw=
alert,2021-09-24T16:56:19.249691Z,10.9.23.102,63482,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,1.29E+15,10020,0,,,,,,,,,1:R3ldYi/tkJeOclA9QHgvRSDS/EE=
alert,2021-09-24T16:56:25.994341Z,10.9.23.102,63490,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,3.81E+14,10130,0,,,,,,,,,1:xH0jRt3YokiIK/gKjPKEU6tUWhs=
alert,2021-09-24T16:56:37.725742Z,10.9.23.102,63492,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,7.19E+14,10208,0,,,,,,,,,1:Vk3ySxoO/9hM38wUEuss2f0Ol5o=
alert,2021-09-24T16:56:38.532774Z,10.9.23.102,63492,185.125.204.174,8080,,TCP,tls,3,SURICATA STREAM excessive retransmissions,Generic Protocol Command Decode,allowed,2210054,1,1,,,,,,,,,,,,,,,,,7.19E+14,10231,,,,,,,,,,1:Vk3ySxoO/9hM38wUEuss2f0Ol5o=
alert,2021-09-24T16:56:44.440174Z,10.9.23.102,63494,208.91.128.6,80,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Loader Activity (POST),A Network Trojan was detected,allowed,2033939,1,6,"[""Major""]",,,,,"[""2021_09_13""]",,"[""2021_10_04""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""High""]",,,,,,7.42E+14,10259,0,,,,,,,,,1:MXnrtv10AL0j723vb/H5xRqayuQ=
alert,2021-09-24T16:56:49.809436Z,10.9.23.102,63496,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,5.33E+14,10288,0,,,,,,,,,1:I82TImLoR5JR1rCARnzfD6QcVBE=
alert,2021-09-24T16:56:53.031616Z,10.9.23.102,63499,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.71E+15,10469,0,,,,,,,,,1:Yfl/M/t+DOJgyq3RTkqj1pNW4Ug=
alert,2021-09-24T16:57:02.128139Z,10.9.23.102,63506,37.252.0.102,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.04E+15,10622,0,,,,,,,,,1:qDSQa2NirVr6lSKgdL9ymDIwdcY=
alert,2021-09-24T16:57:03.692467Z,10.9.23.102,63509,37.252.0.102,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.37E+15,10731,0,,,,,,,,,1:xz5VzDW4XYzFXxeDHAemNM5VbPc=
alert,2021-09-24T16:57:04.714664Z,10.9.23.102,63510,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.94E+15,11178,0,,,,,,,,,1:QtqpJPJ/jHynz/+tH7CeWYvRRyw=
alert,2021-09-24T16:57:05.587663Z,10.9.23.102,63511,185.125.204.174,8080,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.90E+14,11367,0,,,,,,,,,1:ADywyEsd3Tm6BvxkrTdGwDg3kWo=
alert,2021-09-24T16:57:07.746946Z,10.9.23.102,63512,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.45E+15,11821,0,,,,,,,,,1:4zK4pTVm1JqyVHoliVSn/6xfj6s=
alert,2021-09-24T16:57:09.19591Z,10.9.23.102,63513,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,2.83E+14,12117,0,,,,,,,,,1:8imIbgSfT5uOWsawe8ibnTGMmlw=
alert,2021-09-24T16:57:36.095603Z,10.9.23.102,63541,185.125.204.174,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,2.11E+15,13336,0,,,,,,,,,1:AXdJSK+UNCTVrXKU/4R5BWZaSlI=
alert,2021-09-24T16:57:36.962977Z,10.9.23.102,63543,185.125.204.174,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,7.33E+14,13360,0,,,,,,,,,1:bwoHkP3FxHe2SLewDOAZDHHP1RE=
alert,2021-09-24T16:58:11.997892Z,10.9.23.102,63551,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,7.61E+14,13462,0,,,,,,,,,1:P0gvmLpFDfRMwRyHmK0CwGP9n3s=
alert,2021-09-24T16:58:20.622375Z,10.9.23.102,63554,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,6.75E+14,13697,0,,,,,,,,,1:tJRAHcQazX639bc4T2ai5HmrMCg=
alert,2021-09-24T16:59:16.205201Z,10.9.23.102,63571,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.04E+15,23028,0,,,,,,,,,1:ia5YIL/mjZcVwnXd1isTvajm9l0=
