event_type,ts,src_ip,src_port,dest_ip,dest_port,vlan,proto,app_proto,alert.severity,alert.signature,alert.category,alert.action,alert.signature_id,alert.gid,alert.rev,alert.metadata.signature_severity,alert.metadata.former_category,alert.metadata.attack_target,alert.metadata.deployment,alert.metadata.affected_product,alert.metadata.created_at,alert.metadata.performance_impact,alert.metadata.updated_at,alert.metadata.malware_family,alert.metadata.tag,alert.metadata.confidence,alert.metadata.reviewed_at,alert.metadata.mitre_tactic_id,alert.metadata.mitre_tactic_name,alert.metadata.mitre_technique_id,alert.metadata.mitre_technique_name,flow_id,pcap_cnt,tx_id,icmp_code,icmp_type,tunnel.src_ip,tunnel.src_port,tunnel.dest_ip,tunnel.dest_port,tunnel.proto,tunnel.depth,community_id
alert,2021-09-24T16:59:36.170261Z,10.9.23.102,63576,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,7.57E+14,24043,0,,,,,,,,,1:4pl6A5z/BLgfdxpQH0UKsylkIxM=
alert,2021-09-24T17:00:04.093354Z,10.9.23.102,61044,10.9.23.5,53,,UDP,dns,3,ET INFO External IP Lookup Domain (ipify .org) in DNS Lookup,Misc activity,allowed,2047702,1,1,"[""Informational""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_10_06""]","[""TA0043""]","[""Reconnaissance""]","[""T1590""]","[""Gather_Victim_Network_Information""]",1.10E+15,24147,0,,,,,,,,,1:2XXehYz5JuwJchvFUToTHkXMe6k=
alert,2021-09-24T17:00:05.124822Z,10.9.23.102,63583,54.243.45.255,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,2.00E+14,24172,0,,,,,,,,,1:ljnO3Za9VXTSbsnm6np5s6BJDW0=
alert,2021-09-24T17:00:06.360719Z,10.9.23.102,63584,54.243.45.255,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.88E+15,24219,0,,,,,,,,,1:Nw9BPO8sbG8MUuZIzt4JLgflw0k=
alert,2021-09-24T17:00:20.311236Z,10.9.23.102,63589,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,4.11E+14,24327,0,,,,,,,,,1:K2QaW+PRkCUjbY9k2WU/YajORZI=
alert,2021-09-24T17:00:36.202652Z,10.9.23.102,63593,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,6.66E+14,25162,0,,,,,,,,,1:kvH4MkaUIRCd6VV3VRNrdhPvDpY=
alert,2021-09-24T17:00:59.17408Z,10.9.23.102,53001,10.9.23.5,53,,UDP,dns,3,ET INFO External IP Lookup Domain (ipify .org) in DNS Lookup,Misc activity,allowed,2047702,1,1,"[""Informational""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_10_06""]","[""TA0043""]","[""Reconnaissance""]","[""T1590""]","[""Gather_Victim_Network_Information""]",2.19E+15,25279,0,,,,,,,,,1:uH9COzTEysejTtXf0FiKYaZkh9E=
alert,2021-09-24T17:01:00.125565Z,10.9.23.102,63599,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.79E+15,25305,0,,,,,,,,,1:SViAfLQU78OmBZZ79SVXidv7dB4=
alert,2021-09-24T17:01:00.349873Z,10.9.23.102,63600,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,2.70E+13,25323,0,,,,,,,,,1:ztN498Ph91tecpThR/sNiqKmz6E=
alert,2021-09-24T17:01:20.732454Z,10.9.23.102,63610,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.36E+15,25567,0,,,,,,,,,1:dU9Ix9xRHngIFj5uFQ6uTuc8+t8=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63454,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,1.32E+15,,0,,,,,,,,,1:Hg1XAOiqS7WhrW74Y8k0F+2JJUA=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63454,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,1.32E+15,,0,,,,,,,,,1:Hg1XAOiqS7WhrW74Y8k0F+2JJUA=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63418,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,9.49E+13,,0,,,,,,,,,1:/c0Jhghnl2uaIeBrxHP3zVlNKOI=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63418,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,9.49E+13,,0,,,,,,,,,1:/c0Jhghnl2uaIeBrxHP3zVlNKOI=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63406,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,3.37E+14,,0,,,,,,,,,1:J0NSgxg2DjqeW6FaiEOLaK2Szjw=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63406,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,3.37E+14,,0,,,,,,,,,1:J0NSgxg2DjqeW6FaiEOLaK2Szjw=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63404,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,1.22E+15,,0,,,,,,,,,1:W534xO3FmZ8u6mO7cjvHVGm/mUQ=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63404,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,1.22E+15,,0,,,,,,,,,1:W534xO3FmZ8u6mO7cjvHVGm/mUQ=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63402,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,9.55E+14,,0,,,,,,,,,1:LE9UCjFwagR2CB6d/+etmWnu+Ac=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63402,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,9.55E+14,,0,,,,,,,,,1:LE9UCjFwagR2CB6d/+etmWnu+Ac=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63400,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,1.32E+15,,0,,,,,,,,,1:dtXLI3Ip4I2IXpnAXNxmALeG9oI=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63400,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,1.32E+15,,0,,,,,,,,,1:dtXLI3Ip4I2IXpnAXNxmALeG9oI=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63399,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,1.23E+15,,0,,,,,,,,,1:FW+BuExMcPyoW3l5EVZ/zfm50sM=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63399,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,1.23E+15,,0,,,,,,,,,1:FW+BuExMcPyoW3l5EVZ/zfm50sM=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63398,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,2.04E+15,,0,,,,,,,,,1:/fGOPJul4AJskDpIlCwEB/fqGcA=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63398,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,2.04E+15,,0,,,,,,,,,1:/fGOPJul4AJskDpIlCwEB/fqGcA=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63396,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,1.22E+15,,0,,,,,,,,,1:ga0ppWnKgVpRIHSx7TIpvpRNn04=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63396,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,1.22E+15,,0,,,,,,,,,1:ga0ppWnKgVpRIHSx7TIpvpRNn04=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63394,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,6.34E+14,,0,,,,,,,,,1:T2wZXKB3g4GH+EPJyIjnqaWZPb4=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63394,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,6.34E+14,,0,,,,,,,,,1:T2wZXKB3g4GH+EPJyIjnqaWZPb4=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63392,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,1.08E+15,,0,,,,,,,,,1:s/eHiiMvoiJ+HglPp2NSWng/n8I=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63392,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,1.08E+15,,0,,,,,,,,,1:s/eHiiMvoiJ+HglPp2NSWng/n8I=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63386,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,1.26E+15,,0,,,,,,,,,1:o9R/mkwEP1lWipucbYMJ89mv5mE=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63386,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,1.26E+15,,0,,,,,,,,,1:o9R/mkwEP1lWipucbYMJ89mv5mE=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63385,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,8.41E+14,,0,,,,,,,,,1:zrPbwHLQDMP2e75lL3DGjO1WtVk=
alert,2021-09-24T17:01:29.021712Z,208.91.128.6,80,10.9.23.102,63385,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,8.41E+14,,0,,,,,,,,,1:zrPbwHLQDMP2e75lL3DGjO1WtVk=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63482,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,1.29E+15,,0,,,,,,,,,1:R3ldYi/tkJeOclA9QHgvRSDS/EE=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63482,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,1.29E+15,,0,,,,,,,,,1:R3ldYi/tkJeOclA9QHgvRSDS/EE=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63461,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,1.72E+15,,0,,,,,,,,,1:QRXPfmfERqgnRyphGEskYlTxiYQ=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63461,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,1.72E+15,,0,,,,,,,,,1:QRXPfmfERqgnRyphGEskYlTxiYQ=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63444,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,5.81E+14,,0,,,,,,,,,1:AJEx+Y+Pu/3A6EsJVRxumEKxuMU=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63444,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,5.81E+14,,0,,,,,,,,,1:AJEx+Y+Pu/3A6EsJVRxumEKxuMU=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63441,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,2.11E+15,,0,,,,,,,,,1:McqAF1nhO1izQ8znHI8YUzmITHo=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63441,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,2.11E+15,,0,,,,,,,,,1:McqAF1nhO1izQ8znHI8YUzmITHo=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63428,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,2.12E+15,,0,,,,,,,,,1:iJILZUvbD8ly0d5OIzPqFU2WxgA=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63428,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,2.12E+15,,0,,,,,,,,,1:iJILZUvbD8ly0d5OIzPqFU2WxgA=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63401,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,4.24E+14,,0,,,,,,,,,1:s9S8lSfoWQJlXNbPHIhTXNPLDDU=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63401,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,4.24E+14,,0,,,,,,,,,1:s9S8lSfoWQJlXNbPHIhTXNPLDDU=
